120,-15380,1484827,10075,25455,-22678,602,0,0,-20960,19786069,379607,173425,20339101,0.76,0.78,2368,378,3,27577,1987,6482343,0.43,152,172,0,926,-20,0.03,186
123.5,-12673,1472154,18988,31661,-20519,-291,0,0,-20039,19778893,379316,174196,20332405,0.76,0.78,1622,653,1,28545,968,6482343,0.44,141,180,0,887,-39,0.03,196
119.5,310,1472464,15654,15344,-2181,228,0,0,-656,19778385,379544,175493,20333422,0.76,0.78,778,1313,173,27837,-708,6482343,0.43,255,69,0,1073,186,0.04,320
120.5,-17118,1455346,18188,35306,-33801,235,0,0,-33477,19743600,379779,175582,20298961,0.76,0.78,3187,745,6,30273,2436,6482343,0.47,44,125,0,992,-81,0.03,221
121.5,1243,1456589,10240,8997,-481,-228,0,0,-1222,19739742,379551,175069,20294362,0.76,0.78,865,1546,95,29497,-776,6482343,0.46,202,122,0,1072,80,0.04,472
120.5,-522,1456067,18261,18783,-4868,561,0,0,-4060,19735022,380112,175316,20290450,0.76,0.78,464,884,4,29073,-424,6482343,0.45,110,18,1,1163,91,0.04,95
120.5,-5196,1450871,16373,21569,-13894,618,0,0,-13261,19731961,380730,175331,20288022,0.76,0.78,1552,591,40,29994,921,6482343,0.46,43,139,0,1067,-96,0.04,216
121.5,-6653,1444218,17669,24322,-20356,149,0,0,-19961,19713293,380879,175577,20269749,0.76,0.78,1951,420,36,31489,1495,6482343,0.49,14,102,0,979,-88,0.03,260
122.5,1151,1445369,13568,12417,-10459,58,0,0,-9302,19709842,380937,176676,20267455,0.76,0.78,727,1194,3,31019,-470,6482343,0.48,76,25,0,1030,51,0.03,166
124,-2052,1443317,19121,21173,-11730,349,0,0,-10186,19703912,381286,177871,20263069,0.76,0.78,3285,1705,24,32575,1556,6482343,0.5,85,68,1,1046,16,0.03,392
124,4903,1448220,16439,11536,-4694,519,0,0,-4953,19706292,381805,177093,20265190,0.76,0.78,962,2030,0,31507,-1068,6482343,0.49,215,23,1,1237,191,0.04,117
123,2627,1450847,12037,9410,375,151,0,0,-524,19701535,381956,176043,20259534,0.76,0.78,638,1449,61,30635,-872,6482343,0.47,93,51,0,1279,42,0.04,85
124,-495,1450352,7467,7962,-3310,497,0,0,-2981,19712830,382453,175875,20271158,0.76,0.78,508,512,2,30629,-6,6482343,0.47,55,22,3,1309,30,0.04,148
125.5,2799,1453151,17976,15177,2225,224,0,0,2619,19715606,382677,176045,20274328,0.76,0.78,753,1646,2,29734,-895,6482343,0.46,119,64,0,1364,55,0.05,92
124.5,4742,1457893,15853,11111,3845,563,0,0,4494,19716759,383240,176131,20276130,0.76,0.78,928,2246,0,28416,-1318,6482343,0.44,193,32,0,1525,161,0.05,99
125.5,-3513,1454380,10067,13580,-611,1089,0,0,-89,19716258,384329,175564,20276151,0.76,0.78,984,537,28,28835,419,6482343,0.44,16,253,0,1288,-237,0.04,49
125,3676,1458056,22176,18500,3480,193,0,0,4328,19721985,384522,176219,20282726,0.76,0.78,759,1399,70,28125,-710,6482343,0.43,101,42,1,1346,58,0.05,74
124.5,-1228,1456828,11132,12360,1080,108,0,0,1391,19725190,384630,176422,20286242,0.76,0.78,1360,413,0,29072,947,6482343,0.45,15,38,0,1323,-23,0.05,28
125.5,-1347,1455481,13738,15085,-10627,124,0,0,-10534,19716882,384754,176391,20278027,0.76,0.78,304,556,1,28819,-253,6482343,0.44,26,38,0,1311,-12,0.05,49
125,-2736,1452745,24556,27292,-7557,629,0,0,-5999,19708629,385383,177320,20271332,0.76,0.78,1759,898,292,29388,569,6482343,0.45,362,15,1,1657,346,0.06,110
124,-2570,1450175,10432,13002,-6818,544,0,0,-6319,19730636,385927,177275,20293838,0.76,0.78,817,1411,8,28786,-602,6482343,0.44,14,335,0,1336,-321,0.05,80
128.5,-2802,1447373,12337,15139,-4175,126,0,0,-4167,19741638,386053,177157,20304848,0.76,0.78,796,498,4,29080,294,6482343,0.45,13,90,0,1259,-77,0.04,19
126,14606,1461979,21835,7229,16790,805,0,0,19194,19756928,386858,178756,20322542,0.76,0.78,1145,3073,0,27152,-1928,6482343,0.42,736,39,0,1956,697,0.07,753
128,-3235,1458744,4423,7658,-2615,748,0,0,-3082,19754313,387606,177541,20319460,0.76,0.78,951,746,13,27344,192,6482343,0.42,77,569,0,1464,-492,0.05,96
127.5,4086,1462830,15132,11046,4625,489,0,0,3685,19806551,388095,176112,20370758,0.76,0.79,625,822,20,27127,-217,6482343,0.42,152,40,0,1576,112,0.06,78
127,-1759,1461071,8752,10511,-779,3313,0,0,1874,19804572,391408,175452,20371432,0.76,0.79,580,261,21,27425,298,6482343,0.42,82,112,0,1546,-30,0.06,117
127,-2603,1458468,8781,11384,377,449,0,0,798,19807906,391857,175424,20375187,0.76,0.79,1010,593,48,27794,369,6482343,0.43,35,168,1,1412,-134,0.05,127
125,-1176,1457292,13976,15152,-1163,183,0,0,-472,19806743,392040,175932,20374715,0.76,0.79,883,650,0,28027,233,6482343,0.43,46,8,2,1448,36,0.05,17
125,-9957,1447335,7121,17078,-13082,50,0,0,-13315,19801474,392090,175649,20369213,0.76,0.79,2370,751,0,29646,1619,6482343,0.46,60,268,0,1240,-208,0.04,74
123,1061,1448396,12712,11651,81,523,0,0,-142,19801555,392613,174903,20369071,0.76,0.79,419,1302,250,28513,-1133,6482343,0.44,104,13,0,1331,91,0.05,70
123.5,-5746,1442650,6805,12551,-6240,185,0,0,-7647,19795315,392798,173311,20361424,0.76,0.79,990,538,0,28965,452,6482343,0.45,31,240,0,1122,-209,0.04,85
122.5,-3542,1439108,6967,10509,-4183,81,0,0,-4251,19789578,392879,173162,20355619,0.76,0.79,597,283,6,29273,308,6482343,0.45,55,74,0,1103,-19,0.04,139
124.5,-2280,1436828,11867,14147,-12361,314,0,0,-11822,19777217,393193,173387,20343797,0.76,0.78,865,213,96,29829,556,6482343,0.46,101,74,1,1129,26,0.04,86
125,604,1437432,11238,10634,-5663,134,0,0,-1748,19763246,393327,177168,20333741,0.76,0.78,1090,831,10,30078,249,6482343,0.46,186,19,5,1291,162,0.04,121
125,520,1437952,5495,4975,-73,-265,0,0,-375,19762565,393062,177131,20332758,0.76,0.78,138,409,0,29807,-271,6482343,0.46,46,72,0,1265,-26,0.04,26
122,482,1438434,18704,18222,-259,171,0,0,-384,19760969,393233,176835,20331037,0.76,0.78,457,765,6,29493,-314,6482343,0.45,121,67,0,1319,54,0.04,31
122.5,-13133,1425301,13817,26950,-20861,554,0,0,-21319,19740108,393787,175823,20309718,0.76,0.78,2418,274,10,31627,2134,6482343,0.49,29,205,0,1143,-176,0.04,147
123,-357,1424944,7144,7501,-2001,458,0,0,-1049,19741677,394245,176317,20312239,0.76,0.78,404,587,0,31444,-183,6482343,0.49,132,109,0,1166,23,0.04,16
122,1053,1425997,15325,14272,832,511,0,0,1545,19741902,394756,176519,20313177,0.76,0.78,279,622,48,31053,-391,6482343,0.48,284,64,2,1384,218,0.04,212
121,-2493,1423504,9244,11737,2377,-1040,0,0,988,19756693,393716,176170,20326579,0.76,0.78,625,588,0,31090,37,6482343,0.48,23,292,0,1115,-269,0.04,54
120.5,-3405,1420099,10899,14304,-237,347,0,0,495,19760307,394063,176555,20330925,0.76,0.78,891,676,36,31269,179,6482343,0.48,87,87,0,1115,0,0.04,109
120,-9123,1410976,27096,36219,-14103,813,0,0,-13322,19757168,394876,176523,20328567,0.76,0.78,1693,304,2,32656,1387,6482343,0.5,25,167,0,973,-142,0.03,50
121.5,-5786,1405190,17538,23324,-8354,581,0,0,-7950,19745278,263054,176346,20184678,0.76,0.78,1387,957,32,33054,398,6482343,0.51,40,87,0,926,-47,0.03,163
121,-4912,1400278,16895,21807,-10246,1613,0,0,-7187,19735621,264667,177792,20178080,0.76,0.78,921,996,50,32929,-125,6482343,0.51,76,27,0,975,49,0.03,152
124.5,-2066,1398212,12455,14521,-2166,745,0,0,-263,19735955,265412,178950,20180317,0.76,0.78,693,601,10,33011,82,6482343,0.51,40,14,0,1001,26,0.03,166
126,12583,1410795,31513,18930,12582,1918,0,0,12053,19746037,267330,176503,20189870,0.76,0.78,1212,3066,38,31119,-1892,6482343,0.48,760,52,0,1709,708,0.05,298
125,5458,1416253,24308,18850,9670,-202,0,0,9064,19764366,267128,176099,20207593,0.76,0.78,433,1438,10,30104,-1015,6482343,0.46,153,46,0,1816,107,0.06,112
122.5,1950,1418203,26037,24087,6358,22,0,0,4015,19770724,267150,173734,20211608,0.76,0.78,735,631,0,30208,104,6482343,0.47,74,85,0,1805,-11,0.06,80
125,-4620,1413583,11648,16268,-12036,1299,0,0,-10038,19758688,268449,174433,20201570,0.76,0.78,857,499,10,30556,348,6482343,0.47,58,578,0,1285,-520,0.04,77
120.5,3393,1416976,18067,14674,-3875,575,0,0,-3623,19754813,269024,174110,20197947,0.76,0.78,390,1652,3,29291,-1265,6482343,0.45,201,33,0,1453,168,0.05,72
121,-7494,1409482,27633,35127,-22750,1069,0,0,-21693,19741064,270093,174098,20185255,0.76,0.78,1808,1680,0,29419,128,6482343,0.45,301,403,0,1351,-102,0.05,1177
121.5,-3313,1406169,11837,15150,-8817,753,0,0,-7922,19733646,270846,174240,20178732,0.76,0.78,769,328,3,29857,438,6482343,0.46,77,144,0,1284,-67,0.04,262
121.5,3219,1409388,20042,16823,-396,1284,0,0,-900,19733251,272130,172452,20177833,0.76,0.78,581,1526,0,28912,-945,6482343,0.45,262,122,0,1424,140,0.05,188
123.5,-1877,1407511,18755,20632,-3495,1035,0,0,-2122,19720883,273165,172790,20166838,0.76,0.78,1218,1404,1,28725,-187,6482343,0.44,243,163,1,1503,79,0.05,489
126,14958,1422469,41024,26066,20643,1787,0,0,19634,19740616,274952,169994,20185562,0.76,0.78,1759,3468,102,26914,-1811,6482343,0.42,767,26,0,2244,741,0.08,525
125,6020,1428489,17999,11979,11553,215,0,0,11629,19752169,275167,169855,20197191,0.76,0.78,596,1263,5,26242,-672,6482343,0.4,508,122,0,2630,386,0.1,112
129,414,1428903,16263,15849,-300,609,0,0,208,19750869,275776,169754,20196399,0.76,0.78,531,749,3,26021,-221,6482343,0.4,118,330,1,2417,-213,0.09,42
127.5,32899,1461802,45572,12673,46080,447,0,0,45674,19796041,276223,168901,20241165,0.76,0.78,807,3820,0,23008,-3013,6482343,0.35,808,161,0,3064,647,0.13,271
125.5,1614,1463416,18599,16985,4053,279,0,0,3911,19800250,276502,168480,20245232,0.76,0.78,388,279,1,23116,108,6482343,0.36,151,241,0,2974,-90,0.13,88
128,-6951,1456465,19377,26328,-6807,104,0,0,-5983,19792948,276606,169200,20238754,0.76,0.78,1043,575,0,23584,468,6482343,0.36,115,504,0,2585,-389,0.11,82
128,5020,1461485,14913,9893,8989,304,0,0,8831,19800480,276910,168738,20246128,0.76,0.78,320,1144,0,22775,-809,6482343,0.35,438,32,0,2991,406,0.13,140
129,4589,1466074,18308,13719,18168,105,0,0,16719,19816754,277015,167184,20260953,0.76,0.78,732,891,0,22616,-159,6482343,0.35,263,194,0,3060,69,0.14,175
128.5,7552,1473626,20811,13259,15983,178,0,0,16736,19830472,277193,167759,20275424,0.76,0.78,242,1039,7,21812,-804,6482343,0.34,207,87,1,3179,119,0.15,47
130.5,50,1473676,17733,17683,12011,1013,0,0,13726,19844983,278206,168461,20291650,0.77,0.78,311,386,2,21735,-77,6482343,0.34,78,120,5,3132,-47,0.14,138
131,8184,1481860,23367,15183,14884,-215,0,0,14653,19857117,277991,168445,20303553,0.77,0.78,665,1288,1,21111,-624,6482343,0.33,554,69,0,3617,485,0.17,162
132,7405,1489265,25581,18176,24683,19,0,0,23875,19881620,278010,167618,20327248,0.77,0.78,1159,983,1,21286,175,6482343,0.33,231,287,0,3561,-56,0.17,132
132,6161,1495426,18898,12737,18289,154,0,0,17342,19900029,278164,166517,20344710,0.77,0.78,310,430,12,21154,-132,6482343,0.33,230,80,0,3711,150,0.18,36
132,5640,1501066,13543,7903,11270,-84,0,0,11235,19911299,278080,166566,20355945,0.77,0.79,91,776,1,20468,-686,6482343,0.32,103,64,0,3750,39,0.18,23
131,5718,1506784,16721,11003,15208,396,0,0,15372,19927608,278476,166334,20372418,0.77,0.79,171,783,2,19854,-614,6482343,0.31,306,28,1,4027,277,0.2,66
134.5,177,1506961,8066,7889,4295,-101,0,0,4830,19931903,278375,166970,20377248,0.77,0.79,339,174,0,20019,165,6482343,0.31,46,238,0,3835,-192,0.19,58
134,19029,1525990,30884,11855,28862,778,0,0,28388,19960765,279153,165718,20405636,0.77,0.79,426,1650,1,18794,-1225,6482343,0.29,607,71,0,4371,536,0.23,94
132,1558,1527548,9541,7983,6675,199,0,0,5681,19967320,279352,164525,20411197,0.77,0.79,414,428,9,18771,-23,6482343,0.29,122,188,0,4305,-66,0.23,74
134,-751,1526797,15824,16575,1627,-401,0,0,1436,19968847,278951,164735,20412533,0.77,0.79,695,657,16,18793,22,6482343,0.29,79,386,8,3990,-315,0.21,69
135,3592,1530389,14087,10495,13383,-85,0,0,12887,19977963,278866,164324,20421153,0.77,0.79,285,696,0,18382,-411,6482343,0.28,161,15,1,4135,145,0.22,300
133,5038,1535427,14676,9638,10930,203,0,0,11204,19988154,279069,164395,20431618,0.77,0.79,478,529,0,18331,-51,6482382,0.28,232,127,0,4240,105,0.23,69
131.5,-52,1535375,10233,10285,246,-437,0,0,-592,19988516,278632,163994,20431142,0.77,0.79,571,470,3,18429,98,6482382,0.28,129,198,0,4171,-69,0.23,140
136,-452,1534923,21574,22026,591,-53,0,0,278,19988363,278579,163734,20430676,0.77,0.79,453,780,0,18102,-327,6482382,0.28,152,314,2,4007,-164,0.22,198
139,25596,1560519,40609,15013,39681,446,0,0,39681,20038554,279025,163288,20480867,0.77,0.79,142,2232,53,15959,-2143,6482382,0.25,1147,47,1,5106,1099,0.32,376
138.5,12881,1573400,25398,12517,23769,277,0,0,23191,20061331,279302,162433,20503066,0.77,0.79,356,1150,1,15164,-795,6482382,0.23,659,198,0,5567,461,0.37,179
138.5,1277,1574677,15885,14608,7514,-508,0,0,6974,20067373,278794,162401,20508568,0.77,0.79,363,304,24,15199,35,6482382,0.23,127,235,0,5459,-108,0.36,120
139,368,1575045,16323,15955,5214,-26,0,0,5453,20070651,278768,162666,20512085,0.77,0.79,717,271,0,15645,446,6482382,0.24,107,62,1,5503,44,0.35,122
139,2629,1577674,16609,13980,2516,-25,0,0,2670,20070097,278743,162845,20511685,0.77,0.79,367,324,0,15688,43,6482382,0.24,147,26,0,5624,121,0.36,67
140,2341,1580015,16253,13912,3448,-759,0,0,2549,20073390,277984,162705,20514079,0.77,0.79,265,420,0,15533,-155,6482382,0.24,134,127,1,5630,6,0.36,42
141.5,6825,1586840,14418,7593,9291,-108,0,0,9269,20077775,277876,162791,20518442,0.77,0.79,814,781,0,15566,33,6482382,0.24,277,204,0,5703,73,0.37,332
