54.16,0.84,38.41059603,49.11504425,53.79310345,62.67496112,56.71641791,56.81458003,55.92278444,54.41148325,54.86223663,54.01730532,54.05333333,54.25,54.15583333,53.56115385,52.30083333,51.91111111,51.48066667,50.70455556,50.1865,49.6688,53.98,54.16857143,54.18012821,53.94273504,53.02608743,52.51218559,52.14313223,51.58481215,51.05565595,50.64064408,53.58,53.62628512,53.67217166,53.71768386,53.76281126,53.80750043,53.85164373,53.89506491,53.93750012,53.97857166,54.01774768,54.05427271,54.08703368,54.11427358,54.13292942,54.1370146,54.11350188,54.0311644,53.80560495,53.15559755,53.915,54.19354839,35.39390596,46.08175648,54.19354839,58.65578433,70.78384536,54.19354839,72.50430872,86.24998862,78.86904762,87.93921336,91.68010468
53.85,0.09,38.41059603,54.05405405,52.31316726,64.57680251,56.60074826,56.6772655,55.48005908,54.37655622,55.2,53.8617657,53.93666667,54.22571429,54.17083333,53.65807692,52.34283333,51.94544444,51.50608333,50.7345,50.203,49.69236667,54.03333333,54.14607143,54.18076923,53.98709402,53.08704372,52.56161172,52.18741873,51.62299386,51.08863105,50.67048594,54.07,54.04781426,54.03021717,54.01715258,54.00856225,54.00437511,54.00449312,54.00877272,54.01700005,54.02885725,54.04387384,54.06134999,54.08022021,54.09877783,54.1140506,54.12026095,54.1048015,54.03698974,53.83204446,53.20131768,54.1375,70.45454545,44.9886744,43.60992238,60,57.31557815,67.3894381,60,69.5437824,83.37204086,80.25477707,86.28271227,91.0619409
54.11,-0.35,65.16853933,38.99082569,47.88273616,68.32504146,55.49102429,56.18597321,55.31664212,53.97673088,54.92024872,53.8617657,54.02666667,54.15714286,54.1675,53.73807692,52.3775,51.98077778,51.52891667,50.762,50.21929167,49.71433333,53.99,54.05214286,54.13141026,54.00131054,53.13645902,52.60347009,52.22616116,51.65741928,51.11889661,50.69811141,54.16,54.15439071,54.14702172,54.13857289,54.12971245,54.12109378,54.11334794,54.10707045,54.10280002,54.10098576,54.10193692,54.1057425,54.11213212,54.12020559,54.12783542,54.13019571,54.1158412,54.05544128,53.86484001,53.24925179,53.905,46.96969697,44.4669477,41.42376173,40,50.25675462,62.67874488,40,63.83776388,79.81587949,61.08786611,83.01867658,90.18009132
54.03,0.13,53.03030303,41.15044248,53.39506173,68.99350649,55.77124869,56.5455256,55.31664212,54.56629729,55.13754045,54.12440838,54.04,54.1,54.16333333,53.81076923,52.43183333,52.01944444,51.55608333,50.79477778,50.23720833,49.736,54.03166667,54.04035714,54.1225641,54.0288604,53.1932623,52.65026618,52.26882369,51.69441375,51.15118465,50.72731849,53.85,53.86521954,53.87970217,53.89328593,53.90594249,53.91777344,53.92900438,53.93997466,53.95112001,53.96294359,53.97596846,53.99065837,54.00727927,54.02563363,54.04448479,54.06014679,54.06267296,54.02462508,53.86335601,53.2792892,54.155,73.94957983,61.39184266,46.56034268,56.77419355,48.45785895,58.32403857,56.77419355,60.52913267,76.02861784,70.86956522,81.18577248,89.12669198
54.33,-0.3,40,41.33333333,47.86885246,65.63039724,56.18393235,56.47931304,54.61309524,55.62913907,55.11524464,54.25892454,53.99666667,54.04428571,54.15666667,53.86192308,52.51133333,52.06166667,51.58441667,50.83094444,50.25425,49.75796667,54.02666667,54.02285714,54.10205128,54.04509972,53.2456612,52.69445421,52.30971488,51.73016206,51.1826601,50.75585006,54.11,54.09776098,54.08697022,54.07749289,54.0691885,54.06194336,54.05570131,54.05049113,54.046448,54.04382462,54.04298423,54.0443621,54.04836756,54.05516186,54.06413935,54.07261009,54.07213837,54.03743132,53.88802041,53.32082474,54.0725,48,59.84345556,52.67273008,51.61290323,44.80510753,53.62413636,51.61290323,55.7238395,71.74961289,62.31155779,78.37966117,87.75230883
54.2,0.04,87.5,46.34146341,53.33333333,64.52762923,56.68756531,57.65027322,55.07974011,55.73260785,54.45219532,54.32600113,54.15666667,54.01857143,54.18583333,53.92115385,52.593,52.10433333,51.61933333,50.86972222,50.272375,49.7798,54.19333333,54.09428571,54.12871795,54.07977208,53.30528962,52.74430769,52.35509642,51.76882566,51.21648375,50.78622901,54.03,54.03338805,54.03569702,54.03712393,54.0378377,54.03798584,54.03771039,54.0371719,54.0365792,54.03622108,54.03649211,54.03789916,54.04102054,54.04635521,54.05389755,54.06195757,54.06371069,54.03631662,53.90221837,53.3562835,54.2775,78.57142857,61.87267634,56.89373057,70.96774194,55.59139785,52.51374691,70.96774194,54.83870968,67.62744335,76.31578947,76.97397304,86.15661153
54.6,-0.09,58.82352941,68.6746988,53.33333333,62.47787611,56.68756531,57.29288215,55.2920249,54.9193231,54.3852459,54.07055631,54.18666667,54.10714286,54.175,53.97192308,52.66366667,52.14744444,51.65316667,50.908,50.28725,49.80063333,54.215,54.13964286,54.13089744,54.10042735,53.35797814,52.7903663,52.39775207,51.80562431,51.24907815,50.81559911,54.33,54.3151694,54.3005697,54.28606859,54.27156754,54.25699646,54.24231312,54.22751016,54.21263168,54.19779948,54.18324606,54.16934454,54.15661232,54.14563089,54.13672828,54.12896818,54.11696856,54.08036913,53.94499653,53.40496933,54.2025,53.03030303,63.38782786,61.62395061,73.48484848,58.80661453,52.53888527,62.58064516,52.33870968,63.33716314,64.63414634,73.98784639,84.21537375
54.25,0.22,84.3373494,66.87898089,54.02985075,64.4295302,57.29005667,57.22633424,55.59481743,55.41201801,54.82683392,54.3018018,54.37666667,54.18285714,54.1975,54.03153846,52.741,52.19155556,51.69141667,50.94777778,50.304875,49.82263333,54.42166667,54.26285714,54.19628205,54.14695157,53.42146448,52.84426862,52.44646006,51.84641989,51.2848686,50.84748859,54.2,54.20575847,54.21005697,54.21291029,54.21431351,54.21424912,54.21269394,54.20962856,54.20505267,54.19900977,54.19162303,54.1831395,54.17396739,54.16466008,54.1557098,54.14672613,54.13357484,54.09831376,53.97049688,53.44472086,54.5,100,69.9004329,63.75109817,100,65.4732812,53.89850245,88.38709677,60.56451613,61.23509533,88.38709677,73.89798464,82.32229266
53.98,-0.22,45.45454545,52.45901639,46.30681818,59.77198697,59.02335456,56.2379297,55.66037736,54.95618306,54.32469304,54.06800584,54.35,54.19571429,54.17583333,54.06038462,52.80733333,52.23088889,51.72825,50.983,50.32141667,49.8422,54.35833333,54.27964286,54.20435897,54.1631339,53.47093989,52.88950916,52.48875069,51.88290853,51.31760823,50.87690631,54.6,54.58028792,54.5610057,54.54193654,54.5228627,54.50356228,54.48380818,54.46337,54.44202107,54.4195544,54.39581151,54.37072672,54.34438044,54.31702905,54.28899686,54.2600446,54.22685988,54.1735667,54.03344719,53.50248482,54.3375,46.96969697,69.64285714,66.20094856,74.45255474,71.21537366,57.39160562,65.80645161,62.01612903,59.92407287,65.80645161,71.28220123,80.21825059
54.25,-0.31,39.21568627,53.63128492,44.05405405,54.02684564,63.47031963,55.57257756,54.75768322,54.76421502,54.06913446,54.16526138,54.27666667,54.21428571,54.13916667,54.07230769,52.86033333,52.26322222,51.76391667,51.01744444,50.33683333,49.862,54.17333333,54.22571429,54.17423077,54.15717949,53.50938798,52.92795116,52.5259697,51.91602455,51.34796992,50.9044,54.25,54.2665144,54.28110057,54.29379048,54.30457254,54.31339057,54.32014245,54.3246795,54.32680843,54.32629948,54.32290576,54.3163997,54.30662826,54.29356888,54.2772978,54.25753345,54.2314879,54.18503169,54.05510247,53.53986058,54.0475,6.060606061,51.51515152,63.61156735,33.33333333,67.30856362,60.53338973,48.38709677,60.56451613,58.80166459,48.38709677,69.69233948,78.26403806
54.55,-0.13,30.33707865,53.88888889,46.64948454,54.78547855,63.67763905,56.88991532,54.82443199,55.36338904,54.13155749,54.46267986,54.16,54.23428571,54.1175,54.09961538,52.92,52.29911111,51.80033333,51.05527778,50.35354167,49.88326667,54.16,54.23464286,54.19128205,54.17034188,53.55495082,52.97161661,52.56706198,51.9517434,51.38044433,50.93355615,53.98,53.99432572,54.01011006,54.02706857,54.04491451,54.06334764,54.08204274,54.10063782,54.11872337,54.13583477,54.15145288,54.16501983,54.17597696,54.18381977,54.18810846,54.18815009,54.18119032,54.15427694,54.04759222,53.56186755,54.2925,46.96969697,50,60.26461039,62.3655914,69.10067832,64.58265153,65.80645161,63.79032258,58.79573442,65.80645161,68.38607988,76.30872472
54.51,0.17,67.85714286,62.87128713,64.92307692,58.105939,63.19723979,57.4695122,55.04991192,55.28518591,54.34723727,54.8245614,54.26,54.30857143,54.19833333,54.14346154,52.9765,52.33777778,51.84483333,51.09361111,50.376,49.90466667,54.355,54.31357143,54.25782051,54.2037037,53.60839344,53.02108669,52.61251102,51.99035912,51.41526971,50.96456434,54.25,54.23721629,54.22601101,54.21656029,54.2089829,54.20333691,54.19961282,54.19772324,54.19748935,54.19862564,54.20072644,54.20326091,54.20558617,54.20698285,54.20667592,54.20361257,54.19495226,54.1686354,54.067833,53.59627417,54.475,92.42424242,48.10606061,54.81601732,93.33333333,72.82827688,67.4554647,85.16129032,67.33870968,59.64693155,85.16129032,68.8767312,74.56812661
54.6,0,93.44262295,55.11363636,57.85714286,58.95765472,62.38317757,58.26893354,55.40780142,55.56642536,54.00027259,54.51357466,54.43666667,54.33428571,54.235,54.17576923,53.03233333,52.376,51.88783333,51.13244444,50.39883333,49.92623333,54.48,54.36392857,54.30576923,54.2308547,53.65867213,53.06882784,52.65656336,52.02810927,51.44957676,50.99516456,54.55,54.53436081,54.5176011,54.49998404,54.48179658,54.46333423,54.44488385,54.42670313,54.40899574,54.39188154,54.37536322,54.3592935,54.3433517,54.32703885,54.30967315,54.29020942,54.26596181,54.22584009,54.1160497,53.64396046,54.4875,86.36363636,57.95454545,51.89393939,88,75.2474688,70.19560708,82.58064516,71.20967742,61.58266129,82.58064516,71.02600911,73.36885986
54.82,0.18,90.69767442,61.62790698,57.85714286,57.78894472,61.39088729,57.99299883,55.8884604,56.02753196,53.97518069,54.58451102,54.55333333,54.39142857,54.27166667,54.20461538,53.08683333,52.41077778,51.92975,51.17416667,50.42025,49.94983333,54.56166667,54.43035714,54.36192308,54.2622792,53.71007104,53.11770696,52.70139256,52.0664248,51.48444122,51.02621949,54.51,54.51121804,54.51076011,54.50849761,54.50435932,54.49833356,54.49046515,54.4808461,54.4695983,54.45684669,54.44268161,54.42711142,54.41001102,54.39107526,54.3697712,54.34515707,54.31476944,54.26846407,54.15544473,53.68726244,54.5,100,81.43939394,59.375,100,75.2474688,71.82463835,100,74.83870968,64.08266129,88.38709677,72.77776226,72.52805884
